iter	Logloss
446	0.4069098241
447	0.4069135945
448	0.4069134524
449	0.4069107675
450	0.4069095617
451	0.4069123123
452	0.4069112085
453	0.4069085489
454	0.4069081081
455	0.4069084214
456	0.4069104032
457	0.40691307
458	0.4069172775
459	0.40691464
460	0.4069087567
461	0.4069086
462	0.4069090264
463	0.4069073724
464	0.4069063961
465	0.4069094671
466	0.4069091283
467	0.4069089498
468	0.4069070044
469	0.4069013906
470	0.4069013906
471	0.4069025601
472	0.4069048188
473	0.4069019881
474	0.4069029936
475	0.4069025237
476	0.4068953216
477	0.4068954018
478	0.4068942724
479	0.4068906039
480	0.4068878169
481	0.4068872486
482	0.4068870192
483	0.406886134
484	0.4068879882
485	0.4068858205
486	0.4068847677
487	0.4068807678
488	0.4068812816
489	0.4068826585
490	0.4068820975
491	0.4068843744
492	0.4068810375
493	0.4068809355
494	0.4068803672
495	0.4068780573
496	0.406876491
497	0.4068766914
498	0.4068736822
499	0.4068718606
500	0.4068715728
501	0.4068730482
502	0.4068697368
503	0.4068668989
504	0.406869318
505	0.4068684546
506	0.4068638025
507	0.4068635548
508	0.4068629099
509	0.4068589427
510	0.4068564438
511	0.4068586551
512	0.4068560358
513	0.4068551542
514	0.4068531651
515	0.4068523965
516	0.4068524912
517	0.4068538391
518	0.4068546479
519	0.406854309
520	0.4068541816
521	0.4068512452
522	0.406851726
523	0.4068490594
524	0.4068455949
525	0.4068453764
526	0.4068453326
527	0.4068423964
528	0.4068438209
529	0.4068430632
530	0.4068424947
531	0.4068434748
532	0.4068420103
533	0.4068416861
534	0.4068423929
535	0.4068400942
536	0.4068411871
537	0.406841045
538	0.4068410232
539	0.4068378464
540	0.4068385168
541	0.4068377627
542	0.4068394058
543	0.4068361599
544	0.4068363311
545	0.4068371472
546	0.4068371216
547	0.4068374131
548	0.4068360578
549	0.4068346698
550	0.4068330924
551	0.4068326589
552	0.4068339049
553	0.4068315843
554	0.4068295842
555	0.4068303421
556	0.4068291179
557	0.4068284912
558	0.4068273874
559	0.4068280287
560	0.4068275479
561	0.4068253766
562	0.4068284185
563	0.4068276973
564	0.406824914
565	0.406824619
566	0.406824925
567	0.4068205679
568	0.4068202436
569	0.4068200105
570	0.4068201416
571	0.4068166152
572	0.4068176645
573	0.4068169542
574	0.406816149
575	0.4068172637
576	0.4068164113
577	0.4068156645
578	0.4068122256
579	0.4068153731
580	0.4068118103
581	0.4068124953
582	0.4068108048
583	0.4068082437
584	0.4068082437
585	0.4068059158
586	0.406804925
587	0.4068048121
588	0.4068065025
589	0.4068062437
590	0.4068050015
591	0.4068048011
592	0.4068054167
593	0.4068032019
594	0.4068035989
595	0.4068022511
596	0.4068013731
597	0.4068012929
598	0.4068012674
599	0.4068010124
600	0.4068009869
601	0.4067994278
602	0.4067995626
603	0.4067992602
604	0.4068031182
605	0.4068029943
606	0.4067995663
607	0.4068013294
608	0.4068011436
609	0.4068005754
610	0.4067952785
611	0.4067912822
612	0.4067923423
613	0.4067913223
614	0.4067888049
615	0.4067887612
616	0.4067886629
617	0.4067885244
618	0.4067890126
619	0.4067883169
620	0.4067860947
621	0.4067904772
622	0.4067884115
623	0.4067868231
624	0.4067889106
625	0.4067903278
626	0.4067895774
627	0.4067890892
628	0.4067879817
629	0.4067877632
630	0.4067853368
631	0.4067853368
632	0.4067838725
633	0.4067820692
634	0.4067838834
635	0.4067809909
636	0.4067816683
637	0.4067827284
638	0.4067818833
639	0.4067810563
640	0.4067800326
641	0.4067808014
642	0.4067768597
643	0.4067778798
644	0.4067772932
645	0.4067771147
646	0.4067767942
647	0.4067765645
648	0.4067745937
649	0.4067745937
650	0.4067746228
651	0.4067750565
652	0.4067751112
653	0.4067726557
654	0.4067719671
655	0.4067715299
656	0.4067709252
657	0.4067679891
658	0.406767927
659	0.4067679343
660	0.4067682257
661	0.406768233
662	0.4067679489
663	0.4067643642
664	0.4067653187
665	0.4067652605
666	0.4067607177
667	0.4067611585
668	0.4067600474
669	0.4067591585
670	0.4067606922
671	0.4067591185
672	0.40675702
673	0.4067571256
674	0.40675847
675	0.4067591768
676	0.4067585684
677	0.4067585684
678	0.4067582988
679	0.4067581677
680	0.4067581349
681	0.4067585028
682	0.4067581786
683	0.4067568999
684	0.4067568489
685	0.4067555922
686	0.4067555012
687	0.4067542478
688	0.4067539928
689	0.4067540147
690	0.4067539964
691	0.4067547142
692	0.4067554792
693	0.4067538398
694	0.4067559091
695	0.4067476687
696	0.4067469365
697	0.4067542115
698	0.4067441934
699	0.4067443391
700	0.4067430058
701	0.4067510165
702	0.4067515083
703	0.4067512897
704	0.4067511331
705	0.4067515996
706	0.4067513009
707	0.4067510495
708	0.4067502771
709	0.406751075
710	0.4067507472
711	0.406750259
712	0.4067500514
713	0.4067497962
714	0.4067499128
715	0.4067497562
716	0.4067494248
717	0.4067491261
718	0.406748084
719	0.4067478728
720	0.4067465649
721	0.4067543535
722	0.4067543535
723	0.4067443973
724	0.4067545721
725	0.4067554866
726	0.4067545758
727	0.4067543937
728	0.406754401
729	0.4067549255
730	0.4067540514
731	0.4067437491
732	0.4067433046
733	0.4067522626
734	0.4067519129
735	0.406753024
736	0.4067505067
737	0.4067489255
738	0.4067484519
739	0.406742627
740	0.4067464593
741	0.4067390349
742	0.4067480512
743	0.4067485867
744	0.4067383973
745	0.4067408529
746	0.4067404376
747	0.4067505723
748	0.4067481461
749	0.4067479676
750	0.4067478182
751	0.4067485432
752	0.4067369402
753	0.4067290095
754	0.4067406161
755	0.4067374577
756	0.4067440694
757	0.4067363866
758	0.4067357236
759	0.4067352427
760	0.4067350642
761	0.4067357272
762	0.4067392609
763	0.4067435776
764	0.4067428928
765	0.4067426888
766	0.4067426887
767	0.4067426632
768	0.4067426632
769	0.4067424556
770	0.4067424592
771	0.406742441
772	0.4067423864
773	0.4067342519
774	0.4067321535
775	0.4067398147
776	0.4067334541
777	0.4067314504
778	0.4067385686
779	0.4067308018
780	0.4067387544
781	0.4067309949
782	0.4067386852
783	0.406730973
784	0.4067384484
785	0.4067384447
786	0.4067389913
787	0.4067391589
788	0.4067388383
789	0.4067398619
790	0.4067396652
791	0.4067393993
792	0.4067391115
793	0.4067401242
794	0.4067395195
795	0.4067382955
796	0.4067384776
797	0.4067376652
798	0.4067379276
799	0.4067281681
800	0.4067360988
801	0.4067280916
802	0.4067286052
803	0.4067281899
804	0.4067364667
805	0.4067362081
806	0.4067281388
807	0.4067286162
808	0.4067285288
809	0.4067282482
810	0.4067281499
811	0.4067279241
812	0.4067271406
813	0.4067271261
814	0.4067265796
815	0.4067260004
816	0.4067252173
817	0.4067217929
818	0.4067300842
819	0.4067317017
820	0.4067314977
821	0.4067302227
822	0.4067203357
823	0.4067174651
824	0.4067185214
825	0.4067185287
826	0.4067185032
827	0.4067156544
828	0.4067199169
829	0.4067199241
830	0.4067179897
831	0.4067172245
832	0.4067173374
833	0.4067173811
834	0.4067173411
835	0.4067173192
836	0.4067158657
837	0.4067160041
838	0.4067159094
839	0.4067161572
840	0.4067153812
841	0.4067157236
842	0.4067176034
843	0.4067176034
844	0.4067187946
845	0.4067173375
846	0.4067179276
847	0.4067179276
848	0.406717352
849	0.4067164777
850	0.4067166125
851	0.4067166125
852	0.4067170024
853	0.4067178549
854	0.4067170533
855	0.4067170788
856	0.4067171371
857	0.4067167692
858	0.4067177238
859	0.4067169733
860	0.4067163103
861	0.406714496
862	0.4067146635
863	0.4067137965
864	0.4067137965
865	0.406714128
866	0.4067135235
867	0.4067133266
868	0.4067133776
869	0.406713283
870	0.4067133303
871	0.4067132757
872	0.4067136108
873	0.4067215415
874	0.4067214395
875	0.4067150753
876	0.4067147986
877	0.4067148095
878	0.4067128605
879	0.4067125181
880	0.4067221136
881	0.4067197747
882	0.4067197747
883	0.4067194577
884	0.4067198695
885	0.4067196837
886	0.4067102193
887	0.4067103249
888	0.406718303
889	0.4067184378
890	0.4067179424
891	0.4067096
892	0.4067097311
893	0.406717895
894	0.406717844
895	0.4067099206
896	0.4067100116
897	0.4067085216
898	0.4067094688
899	0.4067087949
900	0.4067088095
901	0.4067168968
902	0.4067170281
903	0.4067092868
904	0.4067089881
905	0.4067090026
906	0.4067076072
907	0.4067070681
908	0.4067066346
909	0.4067067694
910	0.4067067694
911	0.4067056182
912	0.4067056255
913	0.4067056473
914	0.4067056182
915	0.406705498
916	0.4067074287
917	0.4067072757
918	0.4067080881
919	0.4067068387
920	0.4067054689
921	0.4067047804
922	0.4067040882
923	0.4067040919
924	0.4067050063
925	0.4067050755
926	0.4067050136
927	0.4067045034
928	0.4067051447
929	0.4067026747
930	0.4067042375
931	0.4067029697
932	0.406703407
933	0.4067043651
934	0.4067041538
935	0.4067049298
936	0.4067032868
937	0.4067032285
938	0.4067020699
939	0.4067022776
940	0.4067037931
941	0.4067022849
942	0.4067022849
943	0.406703367
944	0.4067021173
945	0.4067005473
946	0.406699775
947	0.4066996293
948	0.4066995054
949	0.4066996438
950	0.4067007331
951	0.4067008423
952	0.4067025217
953	0.4067026127
954	0.4067026164
955	0.4067009078
956	0.4067010025
957	0.4066983687
958	0.4066983541
959	0.4066994253
960	0.406701469
961	0.4066990863
962	0.4066990863
963	0.4067013158
964	0.4067013085
965	0.4067013158
966	0.4067013158
967	0.4066997093
968	0.4066997093
969	0.4066978769
970	0.4066978769
971	0.406697968
972	0.406700059
973	0.406700059
974	0.4066998332
975	0.4067012905
976	0.4067015164
977	0.4066995382
978	0.4067014435
979	0.4066974944
980	0.4066986383
981	0.4066983323
982	0.4067018296
983	0.4066988314
984	0.4067001028
985	0.4066992868
986	0.4066993815
987	0.4066993778
988	0.4066978733
989	0.4066945509
990	0.4066945545
991	0.4066945545
992	0.4066959134
993	0.4066962085
994	0.4066941465
995	0.4066942922
996	0.406694285
997	0.406694285
998	0.4066953634
999	0.4066954726
